id,weighted_score
782,77.75
783,45.9
784,0.0
785,83.1
786,68.25
787,2.19
788,73.91
789,81.1875
790,52.98
791,19.5
792,0.0
793,39.72
794,0.0
795,6.91
796,17.25
797,0.0
798,17.17
799,65.00000000000001
800,82.7
801,0.0
802,75.5
803,80.5
804,0.0
805,80.33333333333334
806,50.89
807,18.61
808,53.36
809,0.0
810,0.0
811,53.05
812,8.0
813,0.0
814,76.46
815,49.66666666666667
816,0.7
817,80.27
818,0.0
819,72.705
820,50.85
821,62.43
822,3.9
823,77.75
824,0.4
825,78.24
826,0.0
827,90.4
828,63.88
829,45.02
830,0.0
831,82.58
832,1.61
833,74.75
834,0.0
835,92.75
836,80.5
837,13.25
838,74.525
839,97.79
840,11.5
841,0.0
842,0.25
843,15.04
844,0.0
845,4.48
846,31.3
847,9.0
848,0.0
849,18.25
850,89.65
851,64.0
852,6.75
853,71.15
854,87.36
855,18.75
856,73.25
857,0.0
858,10.19
859,0.0
860,40.44
861,86.0
862,54.75
863,14.74
864,12.0
865,0.0
866,88.72
867,22.25
868,58.5
869,0.0
870,80.45
871,87.8
872,62.415
873,0.0
874,87.0
875,31.75
876,66.0
877,78.525
878,51.125
879,69.0
880,3.17
881,14.5
882,89.88
883,93.36
884,77.66666666666669
885,0.0
886,0.0
887,4.25
888,87.57
889,1.55
890,3.75
891,19.85
892,93.605
893,88.15
894,93.24
895,57.33333333333334
896,60.94
897,16.2
898,87.7125
899,8.2375
900,33.25
901,3.93
902,63.35
903,75.3
904,15.25
905,80.66666666666667
906,31.405
907,0.0
908,3.35
909,84.0
910,33.79
911,0.0
912,67.625
913,48.66666666666667
914,50.75
915,89.0
916,66.3
917,49.16
918,56.23
919,91.75
920,7.265
921,66.2
922,72.25
923,0.0
924,0.89
925,60.5
926,14.75
927,16.59
928,8.7125
929,51.15
930,2.125
931,41.0875
932,23.525
933,96.03
934,61.75
935,88.2
936,17.5
937,85.68
938,0.67
939,53.25
940,0.0
941,94.32
942,80.5125
943,0.0
944,81.48
945,45.0
946,0.0
947,6.775
948,80.3
949,93.0
950,25.0
951,75.8875
952,44.9
953,3.68
954,68.945
955,25.89
956,8.725
957,58.06
958,53.195
959,94.895
960,51.9
961,0.0
962,67.98
963,19.75
964,71.66666666666669
965,36.0
966,9.0
967,0.78
968,0.0
969,0.0
970,0.0
971,12.68
972,31.51
973,2.95
974,0.0
975,77.7625
976,47.675
977,46.75
978,69.8625
979,0.0
980,74.595
981,0.0
982,73.61
983,14.72
984,64.75
985,94.33333333333334
986,1.5
987,80.25
988,24.25
989,66.2
990,9.3875
991,52.75
992,0.0
993,61.0
994,87.2375
995,43.5
996,0.0
997,78.0
998,0.0
999,84.1625
1000,0.0
1001,0.0
1002,87.0
1003,0.0
1004,50.0
1005,5.6875
1006,3.6
1007,67.0
1008,78.25
1009,33.275
1010,44.06
1011,5.25
1012,55.6425
1013,55.61
1014,0.0
1015,51.01
1016,45.75
1017,31.66666666666667
1018,53.2875
1019,11.5
1020,0.0
1021,0.0
1022,0.0
1023,82.0
1024,84.595
1025,69.65
1026,54.51
1027,0.0
1028,4.64
1029,0.0
1030,0.0
1031,51.75
1032,42.78
1033,0.0
1034,61.0
1035,11.6
1036,76.875
1037,64.75
1038,7.75
1039,15.0
1040,69.66666666666667
1041,87.75
1042,90.25
1043,0.0
1044,33.02
1045,46.945
1046,19.5
1047,57.44
1048,73.2
1049,0.0
1050,90.25
1051,82.51
1052,7.125
1053,14.0
1054,86.25
1055,39.64
1056,43.4
1057,55.5125
1058,54.1375
1059,94.36
1060,71.33333333333334
1061,60.33333333333334
1062,79.25
1063,67.0
1064,0.0
1065,0.0
1066,69.25
1067,0.0
1068,85.73
1069,62.855
1070,0.0
1071,0.0
1072,60.33333333333334
1073,76.5
1074,71.15
1075,87.04
1076,47.5
1077,78.88
1078,73.0
1079,15.75
1080,0.0
1081,0.0
1082,0.0
1083,85.25
1084,17.0
1085,55.41
1086,74.03
1087,79.3
1088,4.625
1089,82.5
1090,67.33333333333334
1091,52.0125
1092,54.95
1093,4.675
1094,2.65
1095,74.75
1096,40.44
1097,3.35
1098,0.0
1099,65.66666666666667
1100,0.0
1101,0.89
1102,0.0
1103,70.89
1104,68.16
1105,17.0
1106,76.33333333333334
1107,0.0
1108,0.0
1109,33.44
1110,74.75
1111,81.6875
1112,11.8625
1113,60.275
1114,22.75
1115,81.7
1116,0.0
1117,54.38
1118,97.04
1119,0.0
1120,69.07
1121,85.5
1122,36.0
1123,39.4
1124,82.94
1125,78.0
1126,77.04
1127,71.04
1128,0.22
1129,12.3
1130,16.5
1131,0.0
1132,0.0
1133,72.0
1134,8.725
1135,41.75
1136,8.0
1137,67.45
1138,17.89
1139,88.0
1140,78.33333333333334
1141,87.275
1142,8.205
1143,68.25
1144,3.65
1145,62.64
1146,58.8
1147,58.43
1148,7.5
1149,82.47
1150,76.47
1151,26.66666666666667
1152,91.92
1153,22.625
1154,53.0
1155,0.0
1156,0.75
1157,79.5
1158,27.56
1159,0.0
1160,61.8
1161,6.95
1162,68.96
1163,79.76
1164,0.0
1165,76.5
1166,73.5
1167,65.00000000000001
1168,0.0
1169,17.665
1170,88.9
1171,79.59
1172,19.135
1173,0.0
1174,0.0
1175,65.4375
1176,55.975
1177,57.7
1178,23.333333333333336
1179,44.0
1180,1.25
1181,0.0
1182,0.0
1183,49.1025
1184,40.575
1185,1.8
1186,64.07
1187,0.0
1188,80.45
1189,74.27
1190,75.35
1191,59.0
1192,55.44
1193,0.0
1194,22.075
1195,0.78
1196,46.9875
1197,0.27
1198,80.2
1199,16.09
1200,69.75
1201,57.44
1202,0.0
1203,17.75
1204,79.7
1205,0.0
1206,10.92
1207,46.66666666666667
1208,58.86
1209,83.91
1210,2.75
1211,11.0
1212,53.055
1213,93.5
1214,73.4
1215,0.44
1216,0.0
1217,87.75
1218,17.75
1219,86.7625
1220,88.04
1221,92.0
1222,68.055
1223,76.77
1224,0.0
1225,23.6
1226,83.75
1227,32.59
1228,67.0
1229,83.25
1230,82.49
1231,1.08
1232,82.52
1233,26.6375
1234,30.28
1235,87.73
1236,35.045
1237,48.0
1238,0.0
1239,34.25
1240,0.0
1241,69.3625
1242,62.25
1243,46.5
1244,94.04
1245,92.0
1246,0.0
1247,2.65
1248,82.75
1249,28.8875
1250,87.0
1251,0.0
1252,87.83
1253,0.0
1254,0.0
1255,5.785
1256,17.25
1257,59.73
1258,4.25
1259,49.75
1260,68.06
1261,78.03
1262,44.605
1263,0.0
1264,0.0
1265,76.3
1266,60.25
1267,0.0
1268,85.75
1269,61.81
1270,73.2
1271,49.91
1272,93.8
1273,0.0
1274,0.0
1275,77.4
1276,11.97
1277,83.0
1278,0.0
1279,66.75
1280,0.0
1281,28.333333333333336
1282,0.0
1283,0.0
1284,2.29
1285,47.275
1286,0.0
1287,0.0
1288,89.15
1289,33.33333333333334
1290,69.0
1291,76.4
1292,66.85
1293,38.33333333333334
1294,59.68
1295,3.0
1296,0.0
1297,39.03
1298,67.0
1299,43.94
1300,82.0
1301,31.88
1302,75.225
1303,87.72
1304,95.9
1305,31.5
1306,87.11
1307,0.0
1308,66.66666666666667
1309,82.0
1310,57.64
1311,84.25
1312,4.09
1313,50.85
1314,0.0
1315,66.0
1316,77.68
1317,0.0
1318,0.0
1319,64.75
1320,0.0
1321,0.0
1322,79.0
1323,88.1375
1324,0.0
1325,3.23
1326,49.8375
1327,39.5
1328,58.66666666666668
1329,79.25
1330,0.0
1331,84.75
1332,25.0
1333,77.0
1334,10.08
1335,22.25
1336,0.0
1337,69.0
1338,20.000000000000004
1339,0.0
1340,4.75
1341,74.08
1342,71.315
1343,17.6275
1344,89.5
1345,4.93
1346,45.0
1347,87.25
1348,79.25
1349,0.0
1350,20.000000000000004
1351,64.96
1352,53.0
1353,2.9
1354,75.0
1355,25.25
1356,56.875
1357,78.88
1358,0.0
1359,54.9375
1360,72.2
1361,0.3
1362,29.3
1363,60.375
1364,6.995
1365,71.75
1366,0.0
1367,71.45
1368,81.66666666666669
1369,63.0
1370,73.62
1371,70.155
1372,72.875
1373,96.0
1374,86.75
1375,92.72
1376,84.65
1377,48.625
1378,68.5
1379,76.00000000000001
1380,95.24
1381,4.51
1382,0.56
1383,75.09
1384,2.94
1385,72.87
1386,0.0
1387,89.0
1388,8.3375
1389,10.25
1390,4.67
1391,53.975
1392,70.025
1393,4.0
1394,0.0
1395,49.75
1396,86.5
1397,61.4
1398,0.0
1399,76.38
1400,50.5
1401,81.0
1402,4.5
1403,65.48
1404,0.0
1405,12.75
1406,78.0
1407,7.635
1408,14.09
1409,0.0
1410,76.66666666666667
1411,0.0
1412,72.9
1413,48.95
1414,4.0
1415,72.5
1416,77.8
1417,0.0
1418,60.52
1419,0.0
1420,80.96
1421,0.0
1422,0.0
1423,1.625
1424,68.07
1425,61.0
1426,0.0
1427,0.0
1428,38.0
1429,90.12
1430,0.0
1431,73.28
1432,79.73
1433,73.75
1434,58.75
1435,72.8375
1436,3.4125
1437,85.825
1438,7.265
1439,0.0
1440,80.0
1441,21.333333333333336
1442,85.9
1443,77.74
1444,0.0
1445,32.015
1446,30.245
1447,84.81
1448,0.0
1449,0.0
1450,33.4875
1451,61.6
1452,95.92
1453,81.68
1454,81.25
1455,0.0
1456,0.0
1457,85.0
1458,67.8
1459,26.7
1460,72.25
1461,43.88
1462,0.0
1463,50.875
1464,87.0
1465,0.0
1466,0.0
1467,0.0
1468,74.965
1469,0.0
1470,87.56
1471,0.0
1472,16.75
1473,82.0
1474,0.0
1475,0.0
1476,14.5
1477,0.0
1478,21.66666666666667
1479,11.875
1480,0.0
1481,61.1
1482,86.13
1483,44.0
1484,0.0
1485,57.6125
1486,71.65
1487,39.8825
1488,89.44
1489,94.4
1490,51.0
1491,79.9875
1492,61.13
1493,92.92
1494,42.52
1495,0.0
1496,82.0
1497,24.04
1498,61.45
1499,3.35
1500,78.75
1501,77.5725
1502,0.0
1503,64.77
1504,47.375
1505,13.2
1506,0.0
1507,75.48
1508,81.66
1509,86.56
1510,0.0
1511,79.8
1512,0.0
1513,0.0
1514,64.975
1515,80.0
1516,0.0
1517,46.66666666666667
1518,0.0
1519,38.75
1520,1.1
1521,0.0
1522,69.77
1523,60.77
1524,69.4875
1525,0.0
1526,8.0
1527,53.2
1528,82.95
1529,78.5
1530,0.0
1531,83.56
1532,55.9
1533,26.32
1534,0.0
1535,0.0
1536,77.8
1537,79.4
1538,57.92
1539,0.0
1540,72.22
1541,0.0
1542,3.75
1543,78.25
1544,0.0
1545,83.86
1546,58.56
1547,0.0
1548,87.02
1549,7.75
1550,4.4225
1551,0.0
1552,19.5
1553,72.85
1554,2.22
1555,87.25
1556,0.0
1557,3.75
1558,0.0
1559,80.0
1560,71.75
1561,38.6375
1562,68.0
1563,64.75
1564,72.5
1565,0.0
1566,79.6
1567,76.76
1568,55.5675
1569,81.41
1570,90.48
1571,0.0
1572,75.66666666666667
1573,60.36
1574,52.0
1575,0.0
1576,93.0
1577,0.0
1578,0.0
1579,0.0
1580,53.16
1581,66.5
1582,84.5
1583,90.36
1584,13.0
1585,27.52
1586,0.0
1587,16.666666666666668
1588,0.0
1589,17.2125
1590,0.0
1591,0.0
1592,12.4
1593,57.44
1594,11.76
1595,85.5
1596,73.9
1597,7.145
1598,95.21
1599,88.89
1600,89.68
1601,82.7925
1602,40.2
1603,82.0625
1604,86.0
1605,72.055
1606,0.0
1607,54.95
1608,96.76
1609,72.0
1610,48.95
1611,87.0
1612,72.39
1613,18.5
1614,0.27
1615,0.2
1616,0.0
1617,68.275
1618,45.66666666666667
1619,0.95
1620,79.21
1621,62.5
1622,17.65
1623,83.75
1624,82.59
1625,59.08
1626,64.65
1627,0.0
1628,73.0
1629,57.76
1630,35.99
1631,70.0
1632,0.0
1633,0.6
1634,83.75
1635,71.1
1636,63.33333333333334
1637,90.4
1638,0.0
1639,90.96
1640,76.16
1641,81.93
1642,52.525
1643,85.875
1644,20.0
1645,74.58
1646,52.0
1647,67.4
1648,9.025
1649,0.0
1650,87.45
1651,58.0
1652,31.24
1653,31.9
1654,0.0
1655,7.75
1656,86.75
1657,69.75
1658,45.62
1659,4.25
1660,40.75
1661,68.72
1662,73.25
1663,96.0
1664,0.0
1665,0.0
1666,80.75
1667,0.0
1668,69.0
1669,35.0
1670,0.0
1671,18.6
1672,26.56
1673,5.4
1674,0.0
1675,55.25
1676,69.5
1677,12.0
1678,9.8275
1679,25.2625
1680,55.65
1681,9.275
1682,58.33333333333334
1683,0.0
1684,0.0
1685,3.85
1686,73.0
1687,19.65
1688,3.1
1689,0.0
1690,0.0
1691,69.25
1692,0.0
1693,87.76
1694,68.85
1695,3.4
1696,0.0
1697,0.0
1698,0.0
1699,65.75
1700,35.68
1701,46.1
1702,47.625
1703,91.825
1704,0.2
1705,58.5
1706,83.76
1707,90.25
1708,2.6
1709,0.0
1710,0.0
1711,86.54
1712,79.35
1713,0.0
1714,52.805
1715,23.0
1716,86.64
1717,77.3
1718,74.5
1719,69.45
1720,33.6
1721,59.75
1722,0.0
1723,17.005
1724,6.25
1725,8.75
1726,73.0
1727,0.0
1728,78.8
1729,73.33333333333334
1730,14.5
1731,47.25
1732,71.04
1733,80.015
1734,52.8
1735,2.125
1736,0.0
1737,54.5
1738,74.25
1739,79.0
1740,0.0
1741,79.46
1742,0.0
1743,64.38
1744,0.0
1745,43.75
1746,33.1
1747,90.04
1748,22.75
1749,68.33333333333334
1750,86.32
1751,17.75
1752,7.375
1753,89.0
1754,92.0725
1755,3.8
1756,79.33333333333334
1757,0.0
1758,35.02
1759,0.0
1760,0.0
1761,19.175
1762,60.75
1763,0.0
1764,83.04
1765,3.25
1766,0.0
1767,74.84
1768,19.525
1769,0.0
1770,92.96
1771,0.0
1772,0.0
1773,58.66666666666667
1774,0.0
1775,0.0
1776,0.0
1777,48.51
1778,57.25
1779,56.0
1780,62.4
1781,66.675
1782,86.5
1783,41.75
1784,3.045
1785,78.775
1786,45.45
1787,18.75
1788,72.0
1789,18.64
1790,70.4
1791,48.625
1792,0.0
1793,0.0
1794,0.0
1795,16.44
1796,16.77
1797,85.0
1798,76.75
1799,16.32
1800,92.6
1801,71.3
1802,42.5
1803,64.0
1804,64.29
1805,10.25
1806,23.333333333333336
1807,0.0
1808,82.77
1809,76.25
1810,62.7
1811,69.47
1812,8.75
1813,95.2
1814,0.0
1815,36.25
1816,0.0
1817,15.75
1818,0.0
1819,0.33
1820,0.47
1821,44.7375
1822,9.25
1823,14.5625
1824,63.87
1825,2.765
1826,85.25
1827,60.0
1828,57.7
1829,7.8
1830,3.75
1831,0.0
1832,58.25
1833,73.33333333333334
1834,0.0
1835,82.25
1836,76.15
1837,92.25
1838,13.333333333333336
1839,86.16
1840,80.5
1841,0.0
1842,6.25
1843,75.69
1844,0.0
1845,0.0
1846,93.96
1847,0.0
1848,58.6
1849,92.175
1850,80.55
1851,79.15
1852,73.84
1853,56.885
1854,8.525
1855,58.0
1856,60.0
1857,19.875
1858,81.0
1859,0.0
1860,10.75
1861,62.72
1862,12.333333333333336
1863,84.0
1864,0.0
1865,43.0
1866,89.25
1867,65.56
1868,1.875
1869,0.0
1870,78.485
1871,46.66666666666667
1872,31.66666666666667
1873,86.79
1874,80.5
1875,1.67
1876,20.75
1877,89.0
1878,78.76
1879,13.555
1880,0.0
1881,0.0
1882,0.0
1883,8.5
1884,50.0
1885,21.25
1886,84.8625
1887,82.5
1888,0.0
1889,32.555
1890,4.0
1891,19.8375
1892,50.29
1893,59.125
1894,75.895
1895,53.95
1896,0.0
1897,81.14
1898,85.19
1899,4.3
1900,35.75
1901,59.8
1902,19.12
1903,11.52
1904,49.525
1905,69.25
1906,67.6225
1907,57.5
1908,68.8
1909,15.56
1910,0.0
1911,72.01
1912,12.19
1913,0.0
1914,55.34
1915,94.0
1916,87.44
1917,73.0625
1918,0.0
1919,60.68
1920,61.75
1921,89.5
1922,79.25
1923,0.0
1924,87.13
1925,80.31
1926,66.69
1927,68.0
1928,59.51
1929,79.5
1930,7.175
1931,92.4
1932,0.3
1933,73.95
1934,0.0
1935,25.7625
1936,8.13
1937,0.0
1938,73.225
1939,77.25
1940,2.74
1941,0.0
1942,46.78
1943,42.66666666666667
1944,74.75
1945,78.26
1946,14.41
1947,7.75
1948,0.0
1949,85.825
1950,0.0
1951,82.66666666666669
1952,42.0
1953,83.68
1954,15.13
1955,0.0
1956,19.5
1957,61.66666666666668
1958,0.0
1959,0.0
1960,59.85
1961,0.0
1962,0.0
1963,83.83
1964,82.5
1965,35.75
1966,66.75
1967,37.75
1968,66.33333333333334
1969,0.0
1970,29.35
1971,12.1
1972,73.0
1973,73.25
1974,21.59
1975,44.8375
1976,0.0
1977,72.2
1978,8.5
1979,66.475
1980,84.58
1981,65.00000000000001
1982,0.0
1983,0.0
1984,69.775
1985,95.2625
1986,15.0
1987,1.0
1988,0.0
1989,0.0
1990,0.0
1991,17.25
1992,16.8375
1993,0.0
1994,0.0
1995,72.3
1996,80.6
1997,0.0
1998,32.15
1999,69.75
2000,17.525
2001,78.25
2002,92.275
2003,81.8
2004,71.8
2005,55.5125
2006,0.0
2007,2.0
2008,53.0
2009,71.66666666666667
2010,6.53
2011,75.25
2012,72.4125
2013,69.48
2014,52.03
2015,31.6
2016,71.84
2017,0.0
2018,94.44
2019,43.5
2020,23.0
2021,0.0
2022,68.95
2023,85.7
2024,49.32
2025,0.0
2026,64.43
2027,84.68
2028,0.0
2029,0.0
2030,66.65
2031,85.025
2032,58.72
2033,58.3875
2034,73.875
2035,0.0
2036,9.25
2037,79.8
2038,0.0
2039,89.76
2040,77.0
2041,62.5
2042,75.96
2043,0.0
2044,14.0
2045,66.5
2046,60.33333333333334
2047,42.28
2048,69.5
2049,76.27
2050,87.5
2051,74.2
2052,27.96
2053,0.0
2054,68.9
2055,85.5
2056,0.0
2057,19.25
2058,55.75
2059,0.0
2060,8.835
2061,73.35
2062,0.0
2063,81.95
2064,31.5
2065,59.96
2066,15.5
2067,3.15
2068,0.0
2069,0.0
2070,86.44
2071,67.35
